conversation_id	turn_id	id	query	original
73	6	73_6	Who was Anne Bonny?	Who was Anne Bonny?
73	7	73_7	What was she famous for? anne bonny	What was she famous for?
73	8	73_8	Who was she married to? anne bonny	Who was she married to?
73	9	73_9	How did Calico Jack die?	How did Calico Jack die?
73	10	73_10	What happened to Anne? bonny	What happened to Anne?
74	1	74_1	What are the pros and cons of electric cars?	What are the pros and cons of electric cars?
74	2	74_2	Tell me more about Tesla. cars electric	Tell me more about Tesla.
74	3	74_3	Why did Elon Musk start it? tesla	Why did Elon Musk start it?
74	4	74_4	What models are available? tesla	What models are available?
74	5	74_5	What is the best selling? tesla models	What is the best selling?
74	6	74_6	What is unique about the Model 3? tesla	What is unique about the Model 3?
74	7	74_7	What are the safety features? tesla models model	What are the safety features?
74	8	74_8	Why is it building Gigafactories? tesla models model	Why is it building Gigafactories?
74	9	74_9	What makes the batteries unique? tesla models model	What makes the batteries unique?
74	10	74_10	How long can they last? tesla models batteries model	How long can they last?
74	11	74_11	Tell me more about autopilot. tesla models model	Tell me more about autopilot.
74	12	74_12	Does it support full self-driving? model tesla models autopilot	Does it support full self-driving?
75	1	75_1	Why do turkey and Turkey share the same name?	Why do turkey and Turkey share the same name?
75	2	75_2	Where are turkeys from?	Where are turkeys from?
75	3	75_3	What was their importance in native cultures? turkey turkeys	What was their importance in native cultures?
75	4	75_4	When and how were they domesticated? turkey turkeys	When and how were they domesticated?
75	5	75_5	Can they fly? turkey turkeys	Can they fly?
75	6	75_6	Why did Ben Franklin want it to be the national symbol? turkey turkeys	Why did Ben Franklin want it to be the national symbol?
75	7	75_7	How did he cook it? turkey ben turkeys franklin	How did he cook it?
75	8	75_8	Why is it eaten on Thanksgiving? turkey turkeys	Why is it eaten on Thanksgiving?
75	9	75_9	How did it become traditional for Christmas dinner in Britain?  turkey turkeys	How did it become traditional for Christmas dinner in Britain? 
75	10	75_10	When did they become popular? dinner turkey britain turkeys christmas	When did they become popular?
76	1	76_1	What are important literary elements?	What are important literary elements?
76	2	76_2	What is the difference between them and literary devices? elements	What is the difference between them and literary devices?
76	3	76_3	What is a genre?	What is a genre?
76	4	76_4	What are the most important ones? genre	What are the most important ones?
76	5	76_5	What is a trope?	What is a trope?
76	6	76_6	What are important examples in fantasy? trope	What are important examples in fantasy?
76	7	76_7	What is the definition of allegory?	What is the definition of allegory?
76	8	76_8	What are some important modern uses? allegory	What are some important modern uses?
76	9	76_9	What are the different types of foreshadowing?	What are the different types of foreshadowing?
76	10	76_10	What is an example?	What is an example?
77	1	77_1	What's the difference between soup and stew?	What's the difference between soup and stew?
77	2	77_2	Is chilli a stew?	Is chilli a stew?
77	3	77_3	How about goulash? stew	How about goulash?
77	4	77_4	What are popular ones in France? stew	What are popular ones in France?
77	5	77_5	How is cassoulet made?	How is cassoulet made?
77	6	77_6	Tell me about feijoada and its significance.	Tell me about feijoada and its significance.
77	7	77_7	How is it similar or different from cassoulet? feijoada	How is it similar or different from cassoulet?
77	8	77_8	Tell about Bigos stew.	Tell about Bigos stew.
77	9	77_9	Why is it important? bigos stew	Why is it important?
77	10	77_10	What is the history of Irish stew?	What is the history of Irish stew?
78	1	78_1	What is the keto diet?	What is the keto diet?
78	2	78_2	Why was it original developed? keto diet	Why was it original developed?
78	3	78_3	What is ketosis?	What is ketosis?
78	4	78_4	What is paleo?	What is paleo?
78	5	78_5	What do they have in common? paleo	What do they have in common?
78	6	78_6	How are they different? ketosis paleo	How are they different?
78	7	78_7	What is intermittent fasting?	What is intermittent fasting?
78	8	78_8	How is it related to keto? fasting intermittent	How is it related to keto?
78	9	78_9	What is the 16/8 method? fasting intermittent	What is the 16/8 method?
78	10	78_10	What is the best for weight loss?	What is the best for weight loss?
79	1	79_1	What is taught in sociology?	What is taught in sociology?
79	2	79_2	What is the main contribution of Auguste Comte?	What is the main contribution of Auguste Comte?
79	3	79_3	What is the role of positivism in it? comte auguste	What is the role of positivism in it?
79	4	79_4	What is Herbert Spencer known for?	What is Herbert Spencer known for?
79	5	79_5	How is his work related to Comte? herbert spencer	How is his work related to Comte?
79	6	79_6	What is the functionalist theory?	What is the functionalist theory?
79	7	79_7	What is its main criticism? functionalist theory	What is its main criticism?
79	8	79_8	How does it compare to conflict theory? functionalist	How does it compare to conflict theory?
79	9	79_9	What are modern examples of conflict theory?	What are modern examples of conflict theory?
80	1	80_1	What were the purposes of the Lewis and Clark expedition?	What were the purposes of the Lewis and Clark expedition?
80	2	80_2	What were important plants and animals they discovered? clark lewis expedition	What were important plants and animals they discovered?
80	3	80_3	What were the diplomatic objectives? clark lewis expedition	What were the diplomatic objectives?
80	4	80_4	What were the Native American tribes that they encountered? clark lewis expedition	What were the Native American tribes that they encountered?
80	5	80_5	How did Sacagawea help them? native tribes american	How did Sacagawea help them?
80	6	80_6	Did they find the Northwest Passage? clark lewis expedition	Did they find the Northwest Passage?
80	7	80_7	What was the purpose of Fort Mandan?	What was the purpose of Fort Mandan?
80	8	80_8	How did they spend the next winter? clark lewis expedition	How did they spend the next winter?
80	9	80_9	What happened to Fort Clatsop?	What happened to Fort Clatsop?
80	10	80_10	What was the impact of the expedition? clark lewis	What was the impact of the expedition?
